stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2222,JK26,東京,,35.68122,139.76653,2222,,0,,,
2223,JK25,有楽町,,35.67504,139.76326,2223,,0,,,
2224,JK24,新橋,,35.66630,139.75846,2224,,0,,,
2225,JK23,浜松町,,35.65541,139.75712,2225,,0,,,
2226,JK22,田町,,35.64574,139.74760,2226,,0,,,
2227,JK21,高輪ゲートウェイ,,35.63538,139.74064,2227,,0,,,
2228,JK20,品川,,35.62866,139.73919,2228,,0,,,
2229,JK19,大井町,,35.60681,139.73499,2229,,0,,,
2230,JK18,大森,,35.58892,139.72815,2230,,0,,,
2231,JK17,蒲田,,35.56248,139.71603,2231,,0,,,
2232,JK16,川崎,,35.53136,139.69681,2232,,0,,,
2233,JK15,鶴見,,35.50849,139.67624,2233,,0,,,
2234,JK14,新子安,,35.48682,139.65402,2234,,0,,,
2235,JK13,東神奈川,,35.47788,139.63316,2235,,0,,,
2236,JK12,横浜,,35.46574,139.62252,2236,,0,,,
2237,JK11,桜木町,,35.45110,139.63088,2237,,0,,,
2238,JK10,関内,,35.44419,139.63606,2238,,0,,,
2239,JK09,石川町,,35.43874,139.64300,2239,,0,,,
2240,JK08,山手,,35.42680,139.64647,2240,,0,,,
2241,JK07,根岸,,35.41586,139.63610,2241,,0,,,
2242,JK06,磯子,,35.40058,139.61847,2242,,0,,,
2243,JK05,新杉田,,35.38680,139.61944,2243,,0,,,
2244,JK04,洋光台,,35.37878,139.59684,2244,,0,,,
2245,JK03,港南台,,35.37516,139.57624,2245,,0,,,
2246,JK02,本郷台,,35.36786,139.55012,2246,,0,,,
2247,JK01,大船,,35.35410,139.53151,2247,,0,,,
2301,JE01,東京,,35.67768,139.76524,2301,,0,,,
2302,JE02,八丁堀,,35.67462,139.77799,2302,,0,,,
2303,JE03,越中島,,35.66800,139.79250,2303,,0,,,
2304,JE04,潮見,,35.65886,139.81717,2304,,0,,,
2305,JE05,新木場,,35.64600,139.82684,2305,,0,,,
2306,JE06,葛西臨海公園,,35.64417,139.86148,2306,,0,,,
2307,JE07,舞浜,,35.63616,139.88372,2307,,0,,,
2308,JE08,新浦安,,35.64952,139.91253,2308,,0,,,
2309,JE09,市川塩浜,,35.66648,139.92365,2309,,0,,,
2310,,西船橋,,35.70722,139.95952,2310,,0,,,
2311,JE10,二俣新町,,35.69132,139.95956,2311,,0,,,
2312,JE11,南船橋,,35.68166,139.99570,2312,,0,,,
2313,JE12,新習志野,,35.66740,140.01298,2313,,0,,,
2314,JE13,幕張豊砂,,35.65816,140.02707,2314,,0,,,
2315,JE14,海浜幕張,,35.64840,140.04200,2315,,0,,,
2316,JE15,検見川浜,,35.63717,140.05908,2316,,0,,,
2317,JE16,稲毛海岸,,35.62952,140.07385,2317,,0,,,
2318,JE17,千葉みなと,,35.60671,140.10280,2318,,0,,,
2319,,蘇我,,35.58216,140.13074,2319,,0,,,
2401,,木更津,,35.38162,139.92613,2401,,0,,,
2402,,祇園,,35.39162,139.94838,2402,,0,,,
2403,,上総清川,,35.39084,139.96564,2403,,0,,,
2404,,東清川,,35.39000,139.98590,2404,,0,,,
2405,,横田,,35.38620,140.02013,2405,,0,,,
2406,,東横田,,35.38616,140.03594,2406,,0,,,
2407,,馬来田,,35.36682,140.05852,2407,,0,,,
2408,,下郡,,35.35499,140.05541,2408,,0,,,
2409,,小櫃,,35.32824,140.05978,2409,,0,,,
2410,,俵田,,35.31462,140.06142,2410,,0,,,
2411,,久留里,,35.29580,140.07560,2411,,0,,,
2412,,平山,,35.27430,140.06466,2412,,0,,,
2413,,上総松丘,,35.25820,140.06403,2413,,0,,,
2414,,上総亀山,,35.23318,140.08950,2414,,0,,,
2501,JM35,府中本町,,35.66584,139.47710,2501,,0,,,
2502,JM34,北府中,,35.68086,139.47180,2502,,0,,,
2503,JM33,西国分寺,,35.69991,139.46598,2503,,0,,,
2504,JM32,新小平,,35.73092,139.47050,2504,,0,,,
2505,JM31,新秋津,,35.77831,139.49376,2505,,0,,,
2506,JM30,東所沢,,35.79489,139.51454,2506,,0,,,
2507,JM29,新座,,35.80378,139.55629,2507,,0,,,
2508,JM28,北朝霞,,35.81547,139.58723,2508,,0,,,
2509,JM27,西浦和,,35.84418,139.62776,2509,,0,,,
2510,JM26,武蔵浦和,,35.84604,139.64794,2510,,0,,,
2511,JM25,南浦和,,35.84758,139.66894,2511,,0,,,
2512,JM24,東浦和,,35.86404,139.70447,2512,,0,,,
2513,JM23,東川口,,35.87516,139.74403,2513,,0,,,
2514,JM22,南越谷,,35.87604,139.79115,2514,,0,,,
2515,JM21,越谷レイクタウン,,35.87610,139.82226,2515,,0,,,
2516,JM20,吉川,,35.87662,139.84324,2516,,0,,,
2517,JM19,吉川美南,,35.86809,139.85812,2517,,0,,,
2518,JM18,新三郷,,35.85839,139.86954,2518,,0,,,
2519,JM17,三郷,,35.84484,139.88684,2519,,0,,,
2520,JM16,南流山,,35.83784,139.90423,2520,,0,,,
2521,JM15,新松戸,,35.82556,139.92098,2521,,0,,,
