service_id,date,exception_type
0,20251230,2
1,20251230,1
3,20251230,1
0,20251231,2
1,20251231,1
3,20251231,1
0,20260101,2
1,20260101,1
3,20260101,1
0,20260102,2
1,20260102,1
3,20260102,1
2,20260103,2
3,20260103,1
0,20260112,2
1,20260112,1
3,20260112,1
0,20260211,2
1,20260211,1
3,20260211,1
0,20260223,2
1,20260223,1
3,20260223,1
