stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
507,NT-07,高野,,35.768351,139.770692,507,,0,,,
508,NT-08,江北,,35.773954,139.770290,508,,0,,,
509,NT-09,西新井大師西,,35.781510,139.770077,509,,0,,,
510,NT-10,谷在家,,35.788787,139.770036,510,,0,,,
511,NT-11,舎人公園,,35.796384,139.770159,511,,0,,,
512,NT-12,舎人,,35.805690,139.770069,512,,0,,,
513,NT-13,見沼代親水公園,,35.814541,139.770707,513,,0,,,
601,SA-01,三ノ輪橋,,35.732207,139.791509,600,,0,,,
602,SA-02,荒川一中前,,35.733768,139.788841,600,,0,,,
603,SA-03,荒川区役所前,,35.734913,139.786416,600,,0,,,
604,SA-04,荒川二丁目,,35.738573,139.784704,600,,0,,,
605,SA-05,荒川七丁目,,35.741923,139.784210,600,,0,,,
606,SA-06,町屋駅前,,35.742783,139.780891,600,,0,,,
607,SA-07,町屋二丁目,,35.743919,139.776416,600,,0,,,
608,SA-08,東尾久三丁目,,35.745626,139.773867,600,,0,,,
609,SA-09,熊野前,,35.748487,139.769859,600,,0,,,
610,SA-10,宮ノ前,,35.749811,139.766190,600,,0,,,
611,SA-11,小台,,35.750477,139.761739,600,,0,,,
612,SA-12,荒川遊園地前,,35.750646,139.757517,600,,0,,,
613,SA-13,荒川車庫前,,35.750865,139.752461,600,,0,,,
614,SA-14,梶原,,35.751070,139.747268,600,,0,,,
615,SA-15,栄町,,35.750865,139.742186,600,,0,,,
616,SA-16,王子駅前,,35.752982,139.738045,600,,0,,,
617,SA-17,飛鳥山,,35.750109,139.737333,600,,0,,,
618,SA-18,滝野川一丁目,,35.747283,139.735420,600,,0,,,
619,SA-19,西ヶ原四丁目,,35.744222,139.732665,600,,0,,,
620,SA-20,新庚申塚,,35.741070,139.730344,600,,0,,,
621,SA-21,庚申塚,,35.739504,139.729625,600,,0,,,
622,SA-22,巣鴨新田,,35.735682,139.727684,600,,0,,,
623,SA-23,大塚駅前,,35.731188,139.729098,600,,0,,,
624,SA-24,向原,,35.728775,139.724759,600,,0,,,
625,SA-25,東池袋四丁目,,35.725398,139.720404,600,,0,,,
626,SA-26,都電雑司ヶ谷,,35.724081,139.717835,600,,0,,,
627,SA-27,鬼子母神前,,35.720569,139.715160,600,,0,,,
628,SA-28,学習院下,,35.716347,139.712529,600,,0,,,
629,SA-29,面影橋,,35.713012,139.714199,600,,0,,,
630,SA-30,早稲田,,35.711760,139.719003,600,,0,,,
